Quotazioni Immobiliari : Valori di Mercato - Semestre 2015/2 - elaborazione del 30-MAG-19
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B12;NA00005506;15;Posti auto scoperti;NORMALE;P;1200;1850;L;4;6,1;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B12;NA00005506;1;Ville e Villini;NORMALE;P;3600;5500;L;9;13,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B12;NA00005506;9;Magazzini;NORMALE;P;980;2000;L;2,9;5,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B12;NA00005506;5;Negozi;NORMALE;P;3200;6400;L;10,7;21,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B12;NA00005506;5;Negozi;OTTIMO;;6000;12000;L;22,5;45;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B12;NA00005506;6;Uffici;NORMALE;P;3200;4900;L;8;12,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B12;NA00005506;7;Capannoni tipici;NORMALE;P;550;1100;L;2,1;4,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B12;NA00005506;10;Laboratori;NORMALE;P;1800;3600;L;5,3;10,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;20;Abitazioni civili;NORMALE;P;3000;4500;L;6,8;10,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;21;Abitazioni di tipo economico;NORMALE;P;2200;3300;L;5,5;8,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;19;Abitazioni signorili;NORMALE;P;3500;5300;L;7,9;11,9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;16;Autorimesse;NORMALE;P;1900;2900;L;6,4;9,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;13;Box;NORMALE;P;2500;3800;L;8,4;12,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;14;Posti auto coperti;NORMALE;P;1600;2400;L;5,4;8;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;15;Posti auto scoperti;NORMALE;P;1100;1700;L;3,7;5,6;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;9;Magazzini;NORMALE;P;970;1950;L;2,9;5,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;5;Negozi;OTTIMO;;5600;11200;L;21;42;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;5;Negozi;NORMALE;P;3000;6000;L;10;20;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;6;Uffici;NORMALE;P;3000;4500;L;7,5;11,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;18;Uffici strutturati;NORMALE;P;3200;4800;L;9,4;14;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B13;NA00005507;10;Laboratori;NORMALE;P;1800;3600;L;5,3;10,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;20;Abitazioni civili;NORMALE;P;3400;5200;L;7,7;11,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;21;Abitazioni di tipo economico;NORMALE;P;2500;3800;L;6,3;9,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;21;Abitazioni di tipo economico;SCADENTE;;1800;2700;L;4,5;6,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;19;Abitazioni signorili;NORMALE;P;4400;6800;L;9,9;15,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;16;Autorimesse;NORMALE;P;1900;2900;L;6,4;9,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;13;Box;NORMALE;P;2800;4200;L;9,4;14;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;14;Posti auto coperti;NORMALE;P;1800;2700;L;6;9;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;15;Posti auto scoperti;NORMALE;P;1200;1850;L;4;6,1;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;1;Ville e Villini;NORMALE;P;4100;6300;L;10,3;15,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;9;Magazzini;NORMALE;P;1000;2000;L;3;5,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;5;Negozi;NORMALE;P;3200;6400;L;10,7;21,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;5;Negozi;OTTIMO;;6000;12000;L;22,5;45;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;6;Uffici;NORMALE;P;3500;5300;L;8,8;13,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;18;Uffici strutturati;NORMALE;P;3700;5600;L;10,8;16,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;7;Capannoni tipici;NORMALE;P;550;1100;L;2,1;4,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B14;NA00005508;10;Laboratori;NORMALE;P;1850;3700;L;5,4;10,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B15;NA00005509;20;Abitazioni civili;NORMALE;P;2350;3600;L;5,9;9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B15;NA00005509;21;Abitazioni di tipo economico;NORMALE;P;1650;2500;L;4,2;6,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B15;NA00005509;13;Box;NORMALE;P;1800;2700;L;6;9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B15;NA00005509;14;Posti auto coperti;NORMALE;P;1100;1700;L;3,7;5,6;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B15;NA00005509;9;Magazzini;NORMALE;P;620;1250;L;1,9;3,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B15;NA00005509;5;Negozi;NORMALE;P;1950;4000;L;6,5;13,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B15;NA00005509;6;Uffici;NORMALE;P;2250;3400;L;5,7;8,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B15;NA00005509;10;Laboratori;NORMALE;P;1100;2250;L;3,3;6,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B16;NA00005510;20;Abitazioni civili;NORMALE;P;2800;4200;L;7;10,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B16;NA00005510;21;Abitazioni di tipo economico;NORMALE;P;1950;2950;L;4,9;7,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B16;NA00005510;13;Box;NORMALE;P;1900;2850;L;6,4;9,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B16;NA00005510;14;Posti auto coperti;NORMALE;P;1200;1850;L;4;6,1;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B16;NA00005510;9;Magazzini;NORMALE;P;770;1550;L;2,3;4,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B16;NA00005510;5;Negozi;NORMALE;P;2400;4800;L;8;16;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B17;NA00005583;20;Abitazioni civili;NORMALE;P;3200;4800;L;7,2;10,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B17;NA00005583;21;Abitazioni di tipo economico;NORMALE;P;2250;3400;L;5,7;8,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B17;NA00005583;19;Abitazioni signorili;NORMALE;P;3800;5800;L;8,6;13;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B17;NA00005583;13;Box;NORMALE;P;2450;3700;L;8,2;12,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B17;NA00005583;14;Posti auto coperti;NORMALE;P;1600;2400;L;5,4;8;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B17;NA00005583;15;Posti auto scoperti;NORMALE;P;1100;1700;L;3,7;5,6;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B17;NA00005583;1;Ville e Villini;NORMALE;P;3600;5500;L;9;13,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B17;NA00005583;9;Magazzini;NORMALE;P;870;1750;L;2,6;5,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B17;NA00005583;5;Negozi;NORMALE;P;2500;5000;L;8,4;16,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;20;Abitazioni civili;NORMALE;P;2650;4000;L;6;9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;21;Abitazioni di tipo economico;NORMALE;P;1850;2800;L;4,7;7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;21;Abitazioni di tipo economico;SCADENTE;;1300;2000;L;3,3;5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;19;Abitazioni signorili;NORMALE;P;3200;4900;L;7,2;11;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;16;Autorimesse;NORMALE;P;1350;2050;L;4,5;6,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;13;Box;NORMALE;P;1900;2900;L;6,4;9,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;14;Posti auto coperti;NORMALE;P;1150;1750;L;3,9;5,8;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;9;Magazzini;NORMALE;P;650;1300;L;1,9;3,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;5;Negozi;NORMALE;P;2000;4000;L;6,7;13,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;6;Uffici;NORMALE;P;2400;3700;L;6;9,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B18;NA00005683;10;Laboratori;NORMALE;P;1100;2200;L;3,3;6,4;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B8;NA00004803;20;Abitazioni civili;NORMALE;P;1800;2750;L;4,5;6,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B8;NA00004803;21;Abitazioni di tipo economico;NORMALE;P;1250;1900;L;3,7;5,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B8;NA00004803;13;Box;NORMALE;P;1450;2200;L;4,9;7,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B8;NA00004803;14;Posti auto coperti;NORMALE;P;930;1400;L;3,1;4,6;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B8;NA00004803;9;Magazzini;NORMALE;P;570;1150;L;1,7;3,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B8;NA00004803;5;Negozi;NORMALE;P;1900;3800;L;6,4;12,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B8;NA00004803;6;Uffici;NORMALE;P;1750;2700;L;4,4;6,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B8;NA00004803;10;Laboratori;NORMALE;P;1050;2100;L;3,1;6,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;20;Abitazioni civili;NORMALE;P;2450;3700;L;6,2;9,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;21;Abitazioni di tipo economico;NORMALE;P;1700;2600;L;4,3;6,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;19;Abitazioni signorili;NORMALE;P;2800;4300;L;6,3;9,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;16;Autorimesse;NORMALE;P;1400;2150;L;4,7;7,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;13;Box;NORMALE;P;2000;3000;L;6,7;10;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;14;Posti auto coperti;NORMALE;P;1200;1850;L;4;6,1;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;9;Magazzini;NORMALE;P;750;1500;L;2,2;4,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;5;Negozi;OTTIMO;;3900;7900;L;14,7;29,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;5;Negozi;NORMALE;P;2000;4000;L;6,7;13,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;6;Uffici;NORMALE;P;2500;3800;L;6,3;9,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;18;Uffici strutturati;NORMALE;P;2650;4000;L;7,8;11,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B9;NA00004804;10;Laboratori;NORMALE;P;1250;2500;L;3,7;7,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C21;NA00004809;20;Abitazioni civili;NORMALE;P;1800;2700;L;4,5;6,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C21;NA00004809;21;Abitazioni di tipo economico;NORMALE;P;1200;1850;L;3,5;5,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C21;NA00004809;13;Box;NORMALE;P;1250;1900;L;4,2;6,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C21;NA00004809;9;Magazzini;NORMALE;P;475;950;L;1,4;2,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C21;NA00004809;5;Negozi;NORMALE;P;1550;3100;L;5,2;10,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C21;NA00004809;7;Capannoni tipici;NORMALE;P;470;940;L;1,8;3,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C22;NA00004805;20;Abitazioni civili;NORMALE;P;1650;2500;L;4,2;6,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C22;NA00004805;21;Abitazioni di tipo economico;NORMALE;P;1100;1700;L;3,3;4,9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C22;NA00004805;13;Box;NORMALE;P;1250;1900;L;4,2;6,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C22;NA00004805;9;Magazzini;NORMALE;P;500;1000;L;1,5;2,9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C22;NA00004805;5;Negozi;NORMALE;P;1700;3400;L;5,7;11,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C22;NA00004805;6;Uffici;NORMALE;P;1650;2500;L;4,2;6,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C22;NA00004805;10;Laboratori;NORMALE;P;970;1950;L;2,9;5,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;20;Abitazioni civili;NORMALE;P;1700;2650;L;4,3;6,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;21;Abitazioni di tipo economico;NORMALE;P;1200;1800;L;3,5;5,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;16;Autorimesse;NORMALE;P;860;1300;L;2,9;4,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;13;Box;NORMALE;P;1250;1900;L;4,2;6,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;14;Posti auto coperti;NORMALE;P;760;1150;L;2,6;3,8;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;9;Magazzini;NORMALE;P;520;1050;L;1,6;3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;5;Negozi;NORMALE;P;1700;3400;L;5,7;11,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;5;Negozi;OTTIMO;;3200;6400;L;12;24;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;6;Uffici;NORMALE;P;1700;2600;L;4,3;6,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;18;Uffici strutturati;NORMALE;P;1850;2800;L;5,4;8,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;7;Capannoni tipici;NORMALE;P;480;960;L;1,8;3,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C23;NA00004806;10;Laboratori;NORMALE;P;1000;2000;L;3;5,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;20;Abitazioni civili;NORMALE;P;3700;5700;L;8,4;12,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;21;Abitazioni di tipo economico;NORMALE;P;2650;4100;L;6,7;10,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;19;Abitazioni signorili;NORMALE;P;5100;7700;L;11,5;17,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;13;Box;NORMALE;P;2650;4000;L;8,9;13,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;14;Posti auto coperti;NORMALE;P;1600;2400;L;5,4;8;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;15;Posti auto scoperti;NORMALE;P;1100;1650;L;3,7;5,5;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;1;Ville e Villini;NORMALE;P;4800;7300;L;12;18,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;9;Magazzini;NORMALE;P;950;1900;L;2,8;5,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;5;Negozi;NORMALE;P;3000;6000;L;10;20;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;6;Uffici;NORMALE;P;3400;5200;L;8,5;13;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;7;Capannoni tipici;NORMALE;P;500;1000;L;1,9;3,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C24;NA00004807;10;Laboratori;NORMALE;P;1500;3000;L;4,4;8,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C25;NA00004815;20;Abitazioni civili;NORMALE;P;1600;2450;L;4;6,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C25;NA00004815;21;Abitazioni di tipo economico;NORMALE;P;1100;1650;L;3,3;4,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C25;NA00004815;13;Box;NORMALE;P;1150;1750;L;3,9;5,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C25;NA00004815;9;Magazzini;NORMALE;P;450;900;L;1,4;2,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C25;NA00004815;5;Negozi;NORMALE;P;1550;3100;L;5,2;10,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C26;NA00004816;20;Abitazioni civili;NORMALE;P;1800;2750;L;4,5;6,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C26;NA00004816;21;Abitazioni di tipo economico;NORMALE;P;1200;1850;L;3,5;5,3;N;
