Quotazioni Immobiliari : Valori di Mercato - Semestre 2007/2 - elaborazione del 30-MAG-19
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B2;NA00000014;5;Negozi;NORMALE;P;2560;5120;L;9,6;19,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B2;NA00000014;6;Uffici;NORMALE;P;2860;4290;L;10,8;16;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B2;NA00000014;18;Uffici strutturati;NORMALE;P;3000;4500;L;11,3;16,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B2;NA00000014;10;Laboratori;NORMALE;P;1580;3160;L;5,3;10,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;20;Abitazioni civili;NORMALE;P;4180;6270;L;10,5;15,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;21;Abitazioni di tipo economico;NORMALE;P;2900;4350;L;7,3;10,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;19;Abitazioni signorili;NORMALE;P;5200;7800;L;13;19,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;16;Autorimesse;NORMALE;P;2100;3150;L;7;10,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;13;Box;NORMALE;P;3000;4500;L;10;15;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;14;Posti auto coperti;NORMALE;P;1800;2700;L;6;9;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;15;Posti auto scoperti;NORMALE;P;1100;1650;L;3,7;5,5;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;1;Ville e Villini;NORMALE;P;5040;7560;L;12,6;18,9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;9;Magazzini;NORMALE;P;1800;3600;L;6;12;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;5;Negozi;NORMALE;P;6080;12160;L;22,8;45,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;6;Uffici;NORMALE;P;4360;6540;L;16,4;24,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;18;Uffici strutturati;NORMALE;P;4620;6930;L;17,4;25,9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B3;NA00002517;10;Laboratori;NORMALE;P;3200;6400;L;10,7;21,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;20;Abitazioni civili;NORMALE;P;4300;6450;L;10,8;16,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;21;Abitazioni di tipo economico;NORMALE;P;2940;4410;L;7,4;11;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;19;Abitazioni signorili;NORMALE;P;5140;7710;L;12,9;19,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;16;Autorimesse;NORMALE;P;2060;3090;L;6,9;10,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;13;Box;NORMALE;P;3000;4500;L;10;15;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;14;Posti auto coperti;NORMALE;P;1700;2550;L;5,7;8,5;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;15;Posti auto scoperti;NORMALE;P;1000;1500;L;3,4;5;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;9;Magazzini;NORMALE;P;2220;4440;L;7,4;14,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;5;Negozi;NORMALE;P;6300;12600;L;23,7;47,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;6;Uffici;NORMALE;P;4680;7020;L;17,6;26,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;18;Uffici strutturati;NORMALE;P;4860;7290;L;18,3;27,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B4;NA00002518;10;Laboratori;NORMALE;P;4400;8800;L;14,7;29,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;20;Abitazioni civili;NORMALE;P;4580;6870;L;11,5;17,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;21;Abitazioni di tipo economico;NORMALE;P;3080;4620;L;7,7;11,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;19;Abitazioni signorili;NORMALE;P;6000;9000;L;15;22,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;16;Autorimesse;NORMALE;P;2080;3120;L;7;10,4;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;13;Box;NORMALE;P;3160;4740;L;10,6;15,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;14;Posti auto coperti;NORMALE;P;1780;2670;L;6;8,9;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;15;Posti auto scoperti;NORMALE;P;1040;1560;L;3,5;5,2;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;1;Ville e Villini;NORMALE;P;5400;8100;L;13,5;20,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;9;Magazzini;NORMALE;P;2080;4160;L;7;13,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;5;Negozi;NORMALE;P;6100;12200;L;22,9;45,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;6;Uffici;NORMALE;P;5020;7530;L;18,9;28,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;18;Uffici strutturati;NORMALE;P;5260;7890;L;19,8;29,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B5;NA00002519;10;Laboratori;NORMALE;P;3700;7400;L;12,4;24,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;20;Abitazioni civili;NORMALE;P;5020;7530;L;12,6;18,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;21;Abitazioni di tipo economico;NORMALE;P;3360;5040;L;8,4;12,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;19;Abitazioni signorili;NORMALE;P;6800;10200;L;17;25,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;16;Autorimesse;NORMALE;P;2380;3570;L;8;11,9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;13;Box;NORMALE;P;3300;4950;L;11;16,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;14;Posti auto coperti;NORMALE;P;1800;2700;L;6;9;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;15;Posti auto scoperti;NORMALE;P;1100;1650;L;3,7;5,5;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;1;Ville e Villini;NORMALE;P;7000;10500;L;17,5;26,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;9;Magazzini;NORMALE;P;1500;3000;L;5;10;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;5;Negozi;NORMALE;P;4220;8440;L;15,9;31,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;6;Uffici;NORMALE;P;5020;7530;L;18,9;28,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;18;Uffici strutturati;NORMALE;P;5100;7650;L;19,2;28,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B6;NA00003243;10;Laboratori;NORMALE;P;2220;4440;L;7,4;14,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;20;Abitazioni civili;SCADENTE;P;3440;5160;L;8,6;12,9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;21;Abitazioni di tipo economico;SCADENTE;P;2420;3630;L;6,1;9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;19;Abitazioni signorili;NORMALE;P;4200;6300;L;10,5;15,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;16;Autorimesse;NORMALE;P;1520;2280;L;5,1;7,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;13;Box;NORMALE;P;2240;3360;L;7,5;11,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;14;Posti auto coperti;NORMALE;P;1320;1980;L;4,4;6,6;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;15;Posti auto scoperti;NORMALE;P;800;1200;L;2,7;4;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;9;Magazzini;SCADENTE;P;1480;2960;L;5;9,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;5;Negozi;SCADENTE;P;3500;7000;L;13,2;26,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;6;Uffici;SCADENTE;P;3580;5370;L;13,5;20,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;18;Uffici strutturati;SCADENTE;P;3800;5700;L;14,3;21,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;B;B7;NA00003244;10;Laboratori;SCADENTE;P;2100;4200;L;7;14;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;20;Abitazioni civili;NORMALE;P;3520;5280;L;8,8;13,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;21;Abitazioni di tipo economico;NORMALE;P;2400;3600;L;6;9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;16;Autorimesse;NORMALE;P;1480;2220;L;5;7,4;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;13;Box;NORMALE;P;2480;3720;L;8,3;12,4;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;14;Posti auto coperti;NORMALE;P;1340;2010;L;4,5;6,7;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;15;Posti auto scoperti;NORMALE;P;760;1140;L;2,6;3,8;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;1;Ville e Villini;NORMALE;P;3700;5550;L;9,3;13,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;9;Magazzini;NORMALE;P;1320;2640;L;4,4;8,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;5;Negozi;NORMALE;P;3300;6600;L;12,4;24,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;6;Uffici;NORMALE;P;3520;5280;L;13,2;19,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;18;Uffici strutturati;NORMALE;P;3680;5520;L;13,8;20,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;8;Capannoni industriali;NORMALE;P;700;1400;L;2,7;5,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;7;Capannoni tipici;NORMALE;P;700;1400;L;2,7;5,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C1;NA00000015;10;Laboratori;NORMALE;P;2000;4000;L;6,7;13,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;20;Abitazioni civili;NORMALE;P;2220;3330;L;5,6;8,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;21;Abitazioni di tipo economico;NORMALE;P;1540;2310;L;3,9;5,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;16;Autorimesse;NORMALE;P;880;1320;L;3;4,4;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;13;Box;NORMALE;P;1420;2130;L;4,8;7,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;14;Posti auto coperti;NORMALE;P;840;1260;L;2,8;4,1;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;15;Posti auto scoperti;NORMALE;P;440;660;L;1,7;2,4;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;9;Magazzini;NORMALE;P;980;1960;L;3,3;6,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;5;Negozi;NORMALE;P;2500;5000;L;9,4;18,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;6;Uffici;NORMALE;P;2220;3330;L;8,4;12,4;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;18;Uffici strutturati;NORMALE;P;2320;3480;L;8,7;13;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;8;Capannoni industriali;NORMALE;P;420;840;L;1,6;3,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;7;Capannoni tipici;NORMALE;P;420;840;L;1,6;3,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C10;NA00002527;10;Laboratori;NORMALE;P;1600;3200;L;5,4;10,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;20;Abitazioni civili;NORMALE;P;2600;3900;L;6,5;9,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;21;Abitazioni di tipo economico;NORMALE;P;1740;2610;L;4,4;6,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;19;Abitazioni signorili;NORMALE;P;3100;4650;L;7,8;11,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;16;Autorimesse;NORMALE;P;1100;1650;L;3,7;5,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;13;Box;NORMALE;P;1600;2400;L;5,4;8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;14;Posti auto coperti;NORMALE;P;880;1320;L;3;4,4;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;15;Posti auto scoperti;NORMALE;P;520;780;L;1,8;2,6;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;9;Magazzini;NORMALE;P;1060;2120;L;3,6;7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;5;Negozi;NORMALE;P;3160;6320;L;11,9;23,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;6;Uffici;NORMALE;P;2720;4080;L;10,2;15,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;18;Uffici strutturati;NORMALE;P;2860;4290;L;10,8;16;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;8;Capannoni industriali;NORMALE;P;480;960;L;1,8;3,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;7;Capannoni tipici;NORMALE;P;480;960;L;1,8;3,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C11;NA00002528;10;Laboratori;NORMALE;P;1760;3520;L;5,9;11,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;20;Abitazioni civili;NORMALE;P;2680;4020;L;6,7;10;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;21;Abitazioni di tipo economico;NORMALE;P;1800;2700;L;4,5;6,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;19;Abitazioni signorili;NORMALE;P;3380;5070;L;8,5;12,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;16;Autorimesse;NORMALE;P;1060;1590;L;3,6;5,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;13;Box;NORMALE;P;1660;2490;L;5,6;8,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;14;Posti auto coperti;NORMALE;P;980;1470;L;3,3;4,9;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;15;Posti auto scoperti;NORMALE;P;520;780;L;1,8;2,6;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;9;Magazzini;NORMALE;P;1120;2240;L;3,8;7,4;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;5;Negozi;NORMALE;P;3500;7000;L;13,2;26,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;6;Uffici;NORMALE;P;2800;4200;L;10,5;15,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;18;Uffici strutturati;NORMALE;P;3000;4500;L;11,3;16,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;8;Capannoni industriali;NORMALE;P;480;960;L;1,8;3,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;7;Capannoni tipici;NORMALE;P;480;960;L;1,8;3,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C12;NA00002529;10;Laboratori;NORMALE;P;1840;3680;L;6,2;12,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;20;Abitazioni civili;NORMALE;P;3400;5100;L;8,5;12,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;21;Abitazioni di tipo economico;NORMALE;P;2360;3540;L;5,9;8,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;19;Abitazioni signorili;NORMALE;P;4040;6060;L;10,1;15,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;16;Autorimesse;NORMALE;P;1240;1860;L;4,2;6,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;13;Box;NORMALE;P;2100;3150;L;7;10,5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;14;Posti auto coperti;NORMALE;P;1220;1830;L;4,1;6,1;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;15;Posti auto scoperti;NORMALE;P;660;990;L;2,2;3,3;L;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;9;Magazzini;NORMALE;P;1320;2640;L;4,4;8,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;5;Negozi;NORMALE;P;3600;7200;L;13,5;27;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;6;Uffici;NORMALE;P;3600;5400;L;13,5;20,2;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;18;Uffici strutturati;NORMALE;P;3840;5760;L;14,4;21,6;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;8;Capannoni industriali;NORMALE;P;520;1040;L;2;3,9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;7;Capannoni tipici;NORMALE;P;520;1040;L;2;3,9;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C13;NA00002530;10;Laboratori;NORMALE;P;2300;4600;L;7,7;15,3;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C14;NA00002531;20;Abitazioni civili;NORMALE;P;2320;3480;L;5,8;8,7;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C14;NA00002531;21;Abitazioni di tipo economico;NORMALE;P;1640;2460;L;4,1;6,1;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C14;NA00002531;16;Autorimesse;NORMALE;P;1000;1500;L;3,4;5;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C14;NA00002531;13;Box;NORMALE;P;1560;2340;L;5,2;7,8;N;
SUD;CAMPANIA;NA;15063049;Q1AA; ;F839;NAPOLI;C;C14;NA00002531;14;Posti auto coperti;NORMALE;P;800;1200;L;2,7;4;L;
