WKT,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,LINKZONA,CODCOM,CODZONA
"POLYGON Z ((14.185936 40.80973 0,14.185475 40.809688 0,14.185451 40.809698 0,14.184479 40.811364 0,14.183883 40.81124 0,14.183831 40.811249 0,14.183288 40.812732 0,14.183217 40.812836 0,14.182943 40.813094 0,14.182717 40.813231 0,14.182467 40.813322 0,14.182279 40.813351 0,14.181969 40.813355 0,14.181774 40.813328 0,14.181537 40.813256 0,14.181304 40.813149 0,14.181138 40.813169 0,14.181103 40.813084 0,14.181026 40.813056 0,14.180723 40.812989 0,14.180343 40.812926 0,14.180317 40.812935 0,14.179274 40.814441 0,14.179131 40.814673 0,14.17887 40.814584 0,14.178841 40.814591 0,14.178338 40.815164 0,14.178343 40.81519 0,14.178436 40.815245 0,14.177457 40.816814 0,14.177093 40.816689 0,14.176816 40.817198 0,14.173657 40.81617 0,14.167769 40.814175 0,14.166466 40.81375 0,14.166572 40.813582 0,14.170293 40.810611 0,14.170736 40.810203 0,14.17081 40.81017 0,14.171087 40.809874 0,14.172792 40.808172 0,14.172933 40.807976 0,14.173043 40.807769 0,14.173046 40.807701 0,14.174854 40.803241 0,14.17474 40.803146 0,14.175185 40.802062 0,14.175183 40.802049 0,14.175133 40.802026 0,14.175326 40.801559 0,14.175385 40.801565 0,14.175411 40.801553 0,14.175741 40.800863 0,14.175877 40.800901 0,14.175978 40.800948 0,14.179796 40.802088 0,14.180452 40.802299 0,14.180795 40.802443 0,14.181038 40.802569 0,14.181423 40.802876 0,14.181658 40.803156 0,14.183018 40.805484 0,14.182861 40.805547 0,14.18285 40.805571 0,14.18426 40.808013 0,14.184547 40.808395 0,14.184914 40.808827 0,14.185192 40.809109 0,14.185936 40.80973 0))",NAPOLI - Zona OMI D31,"<table border=""1""><tr><td><b>Cod. Naz. Comune</b></td><td>F839</td></tr><tr><td><b>Zona OMI</b></td><td>D31</td></tr><tr><td><b>Anno / Semestre</b></td><td>2018 / 2</td></tr><tr><td><img src=""http://www.geopoi.it/geopoi/geopoi/Immagini/OMI_logo.jpg"" width=""180""></td><td><img src=""http://www.geopoi.it/geopoi/geopoi/Immagini/geopoi_2008_DEF.jpg"" width=""180""></td></tr></table>",,,,,-1,0,-1,,,,F839,D31
"POLYGON Z ((14.263093 40.882065 0,14.262903 40.88221 0,14.2629 40.882273 0,14.262662 40.882317 0,14.262477 40.882217 0,14.262421 40.882137 0,14.262327 40.882066 0,14.261744 40.881749 0,14.261673 40.881654 0,14.261646 40.881513 0,14.261565 40.881446 0,14.261459 40.881415 0,14.260904 40.881421 0,14.260713 40.881353 0,14.260547 40.881331 0,14.26035 40.881378 0,14.260235 40.881451 0,14.25998 40.881832 0,14.259846 40.881884 0,14.259779 40.881875 0,14.259561 40.88179 0,14.259471 40.881774 0,14.259349 40.881775 0,14.258776 40.881888 0,14.257971 40.881699 0,14.257808 40.881608 0,14.257657 40.881605 0,14.25692 40.882005 0,14.256797 40.882029 0,14.256421 40.881991 0,14.256249 40.882046 0,14.256193 40.88211 0,14.256079 40.882153 0,14.25609 40.882246 0,14.255981 40.882277 0,14.255944 40.882261 0,14.255879 40.882267 0,14.255844 40.882286 0,14.255325 40.882404 0,14.2551 40.882404 0,14.254924 40.882313 0,14.254776 40.882185 0,14.254653 40.882116 0,14.254512 40.882139 0,14.254369 40.882386 0,14.254365 40.882473 0,14.254287 40.882564 0,14.254197 40.882725 0,14.254055 40.882836 0,14.253972 40.882863 0,14.253833 40.882874 0,14.253727 40.882858 0,14.253525 40.882768 0,14.253492 40.882717 0,14.253481 40.882529 0,14.253387 40.882374 0,14.253321 40.882328 0,14.252768 40.882433 0,14.252633 40.882513 0,14.252581 40.88259 0,14.252445 40.883088 0,14.252352 40.883196 0,14.252312 40.883224 0,14.252214 40.883252 0,14.252112 40.883231 0,14.252022 40.883146 0,14.251964 40.882945 0,14.251771 40.882501 0,14.251648 40.882292 0,14.251444 40.882093 0,14.251338 40.882048 0,14.251167 40.882035 0,14.250936 40.882104 0,14.250754 40.882185 0,14.250651 40.882249 0,14.250562 40.88224 0,14.250362 40.882163 0,14.250155 40.881889 0,14.250019 40.881779 0,14.249968 40.881768 0,14.249715 40.881649 0,14.249663 40.881544 0,14.249715 40.880844 0,14.249821 40.880117 0,14.249676 40.879499 0,14.249547 40.879264 0,14.249529 40.879142 0,14.249466 40.879023 0,14.248836 40.879056 0,14.24888 40.877835 0,14.248886 40.87715 0,14.248868 40.876514 0,14.248826 40.875891 0,14.248664 40.874342 0,14.248753 40.873988 0,14.248919 40.873578 0,14.249624 40.872216 0,14.249816 40.871777 0,14.250089 40.870845 0,14.250395 40.869653 0,14.249753 40.868133 0,14.249223 40.866976 0,14.249182 40.866815 0,14.249269 40.866203 0,14.249341 40.865984 0,14.249426 40.86574 0,14.249615 40.865506 0,14.249788 40.865461 0,14.250098 40.865427 0,14.250932 40.865347 0,14.251068 40.865361 0,14.251386 40.865472 0,14.252476 40.866163 0,14.252523 40.866154 0,14.252774 40.86631 0,14.252968 40.866528 0,14.252998 40.866598 0,14.253078 40.867509 0,14.253144 40.867697 0,14.253342 40.867859 0,14.25369 40.867979 0,14.253765 40.868029 0,14.25381 40.868094 0,14.253876 40.868104 0,14.253935 40.868426 0,14.254079 40.868725 0,14.254248 40.868895 0,14.254511 40.869122 0,14.254652 40.869379 0,14.254663 40.869447 0,14.254583 40.86983 0,14.25448 40.870029 0,14.254471 40.870097 0,14.254489 40.87014 0,14.254796 40.870284 0,14.255511 40.87051 0,14.255761 40.870625 0,14.255796 40.870623 0,14.256224 40.870861 0,14.256313 40.871081 0,14.256447 40.871727 0,14.256518 40.871919 0,14.256705 40.872284 0,14.256816 40.872588 0,14.25697 40.872827 0,14.257225 40.8729 0,14.257693 40.873218 0,14.257786 40.873251 0,14.257862 40.873392 0,14.258164 40.873648 0,14.258431 40.874055 0,14.258465 40.874253 0,14.258672 40.874276 0,14.25887 40.874321 0,14.259179 40.874347 0,14.260135 40.874536 0,14.260605 40.874544 0,14.260548 40.874836 0,14.26039 40.875322 0,14.260255 40.875851 0,14.260083 40.876674 0,14.260042 40.876796 0,14.260199 40.877184 0,14.260325 40.877299 0,14.260598 40.877469 0,14.260695 40.877553 0,14.261074 40.877954 0,14.260852 40.878443 0,14.260762 40.878694 0,14.260751 40.87896 0,14.260839 40.879274 0,14.260861 40.879288 0,14.261774 40.879323 0,14.261984 40.879784 0,14.262193 40.880172 0,14.262346 40.880585 0,14.262691 40.881286 0,14.262769 40.881403 0,14.262989 40.881907 0,14.263093 40.882065 0))",NAPOLI - Zona OMI R1,"<table border=""1""><tr><td><b>Cod. Naz. Comune</b></td><td>F839</td></tr><tr><td><b>Zona OMI</b></td><td>R1</td></tr><tr><td><b>Anno / Semestre</b></td><td>2018 / 2</td></tr><tr><td><img src=""http://www.geopoi.it/geopoi/geopoi/Immagini/OMI_logo.jpg"" width=""180""></td><td><img src=""http://www.geopoi.it/geopoi/geopoi/Immagini/geopoi_2008_DEF.jpg"" width=""180""></td></tr></table>",,,,,-1,0,-1,,,,F839,R1
"POLYGON Z ((14.283023 40.867065 0,14.282913 40.867156 0,14.282912 40.867185 0,14.282732 40.867331 0,14.282517 40.867462 0,14.282402 40.867505 0,14.282369 40.867548 0,14.282253 40.867514 0,14.282007 40.867579 0,14.281853 40.86764 0,14.28165 40.867793 0,14.281692 40.867858 0,14.280517 40.867413 0,14.280397 40.867383 0,14.280226 40.867368 0,14.280068 40.867386 0,14.279897 40.867432 0,14.279782 40.8675 0,14.279654 40.867612 0,14.279547 40.867792 0,14.279284 40.868607 0,14.279152 40.868874 0,14.278907 40.869184 0,14.27842 40.869532 0,14.278294 40.869568 0,14.278117 40.869573 0,14.277975 40.869552 0,14.27778 40.869475 0,14.277108 40.868799 0,14.277003 40.868715 0,14.27677 40.868629 0,14.276671 40.868614 0,14.276425 40.868628 0,14.275357 40.86898 0,14.275257 40.868994 0,14.27508 40.868969 0,14.274962 40.868915 0,14.270675 40.865688 0,14.270064 40.865297 0,14.270072 40.86526 0,14.269578 40.864889 0,14.269626 40.864803 0,14.269896 40.86477 0,14.269956 40.86473 0,14.271049 40.864878 0,14.272039 40.864916 0,14.273007 40.864979 0,14.273732 40.865096 0,14.274578 40.865295 0,14.275073 40.865393 0,14.275228 40.865418 0,14.275666 40.865447 0,14.275777 40.865429 0,14.275796 40.865411 0,14.275742 40.865349 0,14.275727 40.865258 0,14.27614 40.862979 0,14.276367 40.862999 0,14.276391 40.862917 0,14.276713 40.862947 0,14.276742 40.862858 0,14.280098 40.863215 0,14.28019 40.863299 0,14.280275 40.863336 0,14.280899 40.863406 0,14.280913 40.863436 0,14.28097 40.863434 0,14.281009 40.863414 0,14.281027 40.863451 0,14.281108 40.863497 0,14.28111 40.863564 0,14.281241 40.863747 0,14.281358 40.863959 0,14.280917 40.864555 0,14.280827 40.865184 0,14.280852 40.865204 0,14.281168 40.865185 0,14.281066 40.865403 0,14.281508 40.865488 0,14.281284 40.865895 0,14.281302 40.86592 0,14.281373 40.86593 0,14.281278 40.866111 0,14.281408 40.866155 0,14.281351 40.866305 0,14.281341 40.866501 0,14.281305 40.866625 0,14.281309 40.866766 0,14.281575 40.866845 0,14.281621 40.866817 0,14.281826 40.866824 0,14.282261 40.866926 0,14.282799 40.867009 0,14.282861 40.866956 0,14.283023 40.867065 0))",NAPOLI - Zona OMI D22,"<table border=""1""><tr><td><b>Cod. Naz. Comune</b></td><td>F839</td></tr><tr><td><b>Zona OMI</b></td><td>D22</td></tr><tr><td><b>Anno / Semestre</b></td><td>2018 / 2</td></tr><tr><td><img src=""http://www.geopoi.it/geopoi/geopoi/Immagini/OMI_logo.jpg"" width=""180""></td><td><img src=""http://www.geopoi.it/geopoi/geopoi/Immagini/geopoi_2008_DEF.jpg"" width=""180""></td></tr></table>",,,,,-1,0,-1,,,,F839,D22
"MULTIPOLYGON Z (((14.321946 40.834309 0,14.32237 40.834472 0,14.323904 40.834924 0,14.324053 40.834667 0,14.323531 40.834485 0,14.322962 40.834342 0,14.323064 40.834085 0,14.323122 40.834089 0,14.323134 40.834079 0,14.323218 40.833904 0,14.323593 40.833374 0,14.324107 40.833563 0,14.324476 40.832996 0,14.324524 40.833031 0,14.324639 40.833047 0,14.32469 40.833009 0,14.325137 40.833166 0,14.325172 40.833159 0,14.325273 40.832992 0,14.325058 40.83291 0,14.325246 40.832517 0,14.324976 40.832409 0,14.325022 40.832307 0,14.324927 40.832259 0,14.324986 40.832176 0,14.325011 40.832164 0,14.325277 40.831721 0,14.329665 40.833103 0,14.328976 40.834295 0,14.328615 40.834873 0,14.329875 40.835279 0,14.330433 40.835506 0,14.33106 40.83579 0,14.330878 40.835989 0,14.330054 40.837175 0,14.32851 40.836583 0,14.327881 40.836364 0,14.327661 40.836268 0,14.327631 40.836262 0,14.327608 40.836276 0,14.325584 40.835478 0,14.324472 40.83511 0,14.322374 40.83448 0,14.321946 40.834309 0)),((14.311568 40.833135 0,14.311103 40.832879 0,14.311742 40.832316 0,14.311735 40.832283 0,14.312264 40.83179 0,14.313265 40.831068 0,14.314697 40.83164 0,14.314598 40.831808 0,14.314908 40.831928 0,14.314877 40.832003 0,14.314934 40.832047 0,14.314932 40.832093 0,14.315238 40.832223 0,14.315137 40.832361 0,14.315149 40.832386 0,14.316202 40.832698 0,14.316228 40.832693 0,14.316289 40.832566 0,14.316538 40.832633 0,14.317328 40.832801 0,14.317605 40.832889 0,14.317587 40.832937 0,14.317601 40.832961 0,14.317999 40.833073 0,14.318029 40.833064 0,14.31814 40.832865 0,14.31846 40.832987 0,14.318564 40.832877 0,14.318611 40.832792 0,14.318599 40.832769 0,14.317524 40.832338 0,14.318244 40.831974 0,14.319376 40.830936 0,14.319378 40.830915 0,14.319296 40.830808 0,14.319273 40.830733 0,14.3193 40.830557 0,14.319154 40.830287 0,14.31888 40.829573 0,14.31877 40.829467 0,14.318598 40.829381 0,14.318432 40.829331 0,14.318394 40.829344 0,14.318352 40.829333 0,14.318333 40.829307 0,14.31812 40.829262 0,14.317676 40.829069 0,14.317666 40.82905 0,14.317319 40.828859 0,14.316595 40.828368 0,14.316261 40.828171 0,14.316372 40.828128 0,14.316623 40.828067 0,14.317269 40.827791 0,14.31753 40.827719 0,14.317723 40.827699 0,14.319258 40.827663 0,14.319542 40.827691 0,14.319684 40.827721 0,14.319986 40.827829 0,14.320695 40.827376 0,14.321167 40.827142 0,14.321292 40.827143 0,14.323184 40.826937 0,14.323822 40.826908 0,14.324128 40.826939 0,14.324298 40.827028 0,14.324555 40.827197 0,14.325185 40.827569 0,14.325482 40.827771 0,14.326053 40.828096 0,14.326034 40.828236 0,14.325975 40.828439 0,14.325798 40.828873 0,14.325695 40.829191 0,14.325448 40.829563 0,14.325279 40.829768 0,14.325178 40.829933 0,14.325083 40.830211 0,14.325097 40.830233 0,14.325177 40.83026 0,14.325125 40.830684 0,14.324821 40.831084 0,14.324476 40.83097 0,14.324446 40.830978 0,14.324 40.831601 0,14.32401 40.831625 0,14.324152 40.831696 0,14.324015 40.83187 0,14.323886 40.831926 0,14.323785 40.832078 0,14.323771 40.832131 0,14.323796 40.83219 0,14.32328 40.83283 0,14.3231 40.832754 0,14.323066 40.832762 0,14.323013 40.832855 0,14.323076 40.832896 0,14.322998 40.833006 0,14.322454 40.832769 0,14.322422 40.832777 0,14.32232 40.832932 0,14.322331 40.832956 0,14.322812 40.833146 0,14.322575 40.833551 0,14.322061 40.833422 0,14.321851 40.833689 0,14.321207 40.833496 0,14.320947 40.833892 0,14.321538 40.834146 0,14.320366 40.833679 0,14.320334 40.833687 0,14.320268 40.833791 0,14.32029 40.833823 0,14.320039 40.834237 0,14.320469 40.834398 0,14.320122 40.835042 0,14.320065 40.835089 0,14.319994 40.835299 0,14.320997 40.835499 0,14.318175 40.839783 0,14.318028 40.839772 0,14.318002 40.839787 0,14.318076 40.839887 0,14.316578 40.842179 0,14.316255 40.842087 0,14.316166 40.842201 0,14.315503 40.842052 0,14.315473 40.842058 0,14.314765 40.841911 0,14.314558 40.841877 0,14.314362 40.841863 0,14.314337 40.841876 0,14.314253 40.842088 0,14.314491 40.842151 0,14.314477 40.842189 0,14.314492 40.842212 0,14.315631 40.842513 0,14.315213 40.84318 0,14.315224 40.843204 0,14.315669 40.843358 0,14.315291 40.843981 0,14.315702 40.844126 0,14.315735 40.844113 0,14.315947 40.843715 0,14.315988 40.843702 0,14.315956 40.843667 0,14.315963 40.843651 0,14.316002 40.843656 0,14.316024 40.843633 0,14.316069 40.843645 0,14.316134 40.843544 0,14.316182 40.843536 0,14.3164 40.84314 0,14.316795 40.84249 0,14.31706 40.84259 0,14.317107 40.842621 0,14.3176 40.842781 0,14.317594 40.842884 0,14.317518 40.843018 0,14.317848 40.843197 0,14.31763 40.843582 0,14.317641 40.843605 0,14.317694 40.843627 0,14.317694 40.843675 0,14.317947 40.843799 0,14.318337 40.84395 0,14.318489 40.843992 0,14.318508 40.843992 0,14.318559 40.843932 0,14.318562 40.843907 0,14.318538 40.843886 0,14.31859 40.843845 0,14.318879 40.844085 0,14.318911 40.844087 0,14.318957 40.84406 0,14.318962 40.844036 0,14.318934 40.844006 0,14.318846 40.843965 0,14.31889 40.843867 0,14.318973 40.84379 0,14.31907 40.843611 0,14.319145 40.843401 0,14.318672 40.84322 0,14.319369 40.841899 0,14.319354 40.84188 0,14.319203 40.841832 0,14.31897 40.84178 0,14.318673 40.841758 0,14.318798 40.841265 0,14.319021 40.841298 0,14.319057 40.841218 0,14.319041 40.841196 0,14.318729 40.841121 0,14.318733 40.841099 0,14.318768 40.841088 0,14.318798 40.841038 0,14.318831 40.84096 0,14.318825 40.840937 0,14.319119 40.840397 0,14.319306 40.84045 0,14.319337 40.84044 0,14.319351 40.840412 0,14.319435 40.840412 0,14.319829 40.840569 0,14.319862 40.840561 0,14.32045 40.839582 0,14.320438 40.839559 0,14.320163 40.83945 0,14.320883 40.838227 0,14.320983 40.838253 0,14.321026 40.838232 0,14.321187 40.838284 0,14.321251 40.838179 0,14.321207 40.838139 0,14.321318 40.83796 0,14.322125 40.83824 0,14.322157 40.83823 0,14.322205 40.838152 0,14.322785 40.838335 0,14.322814 40.838329 0,14.323273 40.838457 0,14.324266 40.838835 0,14.324299 40.838826 0,14.324483 40.83851 0,14.323183 40.838001 0,14.323327 40.837748 0,14.323108 40.83767 0,14.323101 40.837629 0,14.323059 40.837616 0,14.323044 40.837626 0,14.322963 40.837749 0,14.322816 40.837694 0,14.322778 40.83771 0,14.322743 40.837699 0,14.322757 40.837653 0,14.322669 40.837614 0,14.322657 40.83758 0,14.322529 40.837538 0,14.322498 40.837546 0,14.322466 40.837588 0,14.322329 40.83754 0,14.322295 40.83755 0,14.322238 40.837481 0,14.322174 40.837465 0,14.32208 40.837602 0,14.321235 40.837281 0,14.321553 40.836752 0,14.321542 40.836708 0,14.321507 40.836688 0,14.321526 40.836643 0,14.32148 40.836617 0,14.321498 40.836578 0,14.321485 40.836562 0,14.321864 40.836041 0,14.321905 40.83601 0,14.321949 40.83592 0,14.322146 40.83599 0,14.322178 40.835981 0,14.322415 40.835587 0,14.322404 40.835563 0,14.322015 40.835434 0,14.322093 40.835277 0,14.322294 40.834968 0,14.322862 40.835132 0,14.323072 40.834774 0,14.325479 40.835536 0,14.325495 40.835558 0,14.327575 40.836354 0,14.328155 40.836563 0,14.328242 40.83658 0,14.329826 40.837181 0,14.329518 40.837776 0,14.329383 40.83792 0,14.329387 40.837946 0,14.32942 40.837942 0,14.329563 40.837808 0,14.329853 40.837269 0,14.329891 40.837262 0,14.331646 40.837865 0,14.332438 40.838172 0,14.332477 40.838161 0,14.332794 40.838281 0,14.333851 40.838579 0,14.334161 40.838682 0,14.335233 40.839069 0,14.335664 40.839252 0,14.335898 40.839334 0,14.337069 40.839732 0,14.337462 40.839883 0,14.337985 40.840025 0,14.338519 40.840263 0,14.33892 40.84034 0,14.339353 40.84045 0,14.339599 40.840478 0,14.339866 40.84067 0,14.340177 40.840836 0,14.341017 40.841186 0,14.341657 40.841417 0,14.341929 40.841488 0,14.342518 40.841603 0,14.342507 40.84165 0,14.341675 40.843156 0,14.34161 40.843176 0,14.341584 40.843217 0,14.340983 40.844247 0,14.340504 40.844995 0,14.34021 40.845553 0,14.340223 40.845576 0,14.340542 40.845676 0,14.340896 40.845762 0,14.341637 40.846067 0,14.342123 40.846246 0,14.34036 40.848458 0,14.340145 40.848495 0,14.339779 40.848502 0,14.338697 40.848189 0,14.337839 40.847917 0,14.337307 40.847769 0,14.337238 40.847716 0,14.336847 40.847605 0,14.336244 40.847357 0,14.336139 40.847354 0,14.335811 40.847226 0,14.335171 40.846969 0,14.33519 40.846924 0,14.335176 40.846901 0,14.33467 40.846745 0,14.334668 40.846697 0,14.334643 40.846679 0,14.334395 40.846607 0,14.334356 40.846605 0,14.33431 40.846634 0,14.333794 40.846474 0,14.333763 40.846483 0,14.333737 40.846519 0,14.331975 40.845964 0,14.331257 40.845778 0,14.33095 40.845727 0,14.330452 40.845696 0,14.330111 40.845643 0,14.329544 40.845509 0,14.329208 40.845399 0,14.327276 40.844679 0,14.326243 40.844419 0,14.325811 40.844286 0,14.325474 40.844145 0,14.324434 40.84361 0,14.324002 40.843428 0,14.323944 40.84345 0,14.323923 40.843493 0,14.324114 40.843572 0,14.324085 40.843699 0,14.322434 40.844475 0,14.322427 40.8445 0,14.322442 40.844508 0,14.322682 40.844541 0,14.322652 40.844558 0,14.322306 40.844519 0,14.322299 40.844542 0,14.322339 40.844596 0,14.322011 40.844766 0,14.322021 40.844788 0,14.322072 40.844809 0,14.321964 40.844783 0,14.321422 40.845048 0,14.321425 40.845092 0,14.321229 40.845191 0,14.321277 40.845272 0,14.320473 40.845668 0,14.320463 40.84568 0,14.320483 40.845712 0,14.320532 40.845715 0,14.320604 40.845818 0,14.320527 40.84582 0,14.320521 40.845844 0,14.320561 40.845901 0,14.320627 40.845925 0,14.320662 40.845983 0,14.320619 40.846024 0,14.320566 40.846042 0,14.320459 40.845899 0,14.320444 40.845851 0,14.320199 40.845792 0,14.320185 40.845753 0,14.318148 40.845311 0,14.318106 40.845339 0,14.31731 40.845166 0,14.317314 40.845144 0,14.317655 40.84518 0,14.318178 40.845195 0,14.318682 40.845153 0,14.319111 40.845064 0,14.31959 40.844924 0,14.319601 40.844897 0,14.319543 40.844844 0,14.319101 40.844988 0,14.318881 40.845039 0,14.31843 40.845112 0,14.317993 40.845121 0,14.317491 40.845083 0,14.316458 40.844953 0,14.315831 40.844764 0,14.315209 40.844489 0,14.315175 40.844497 0,14.315076 40.844691 0,14.315009 40.844651 0,14.315107 40.844459 0,14.315098 40.844438 0,14.313871 40.843836 0,14.313859 40.843811 0,14.313683 40.84372 0,14.313669 40.843694 0,14.313461 40.843613 0,14.312201 40.843019 0,14.31216 40.842132 0,14.312134 40.842115 0,14.311978 40.84211 0,14.311991 40.842031 0,14.312144 40.842033 0,14.312168 40.842016 0,14.312219 40.84013 0,14.31222 40.839506 0,14.312322 40.83943 0,14.313072 40.838647 0,14.313326 40.838413 0,14.313328 40.838392 0,14.31328 40.838372 0,14.3138 40.837968 0,14.313919 40.837799 0,14.314048 40.837131 0,14.314145 40.836904 0,14.314192 40.83665 0,14.314203 40.836548 0,14.314135 40.836482 0,14.314116 40.836429 0,14.314131 40.836251 0,14.314106 40.83613 0,14.314107 40.836018 0,14.314172 40.835803 0,14.314319 40.835528 0,14.314498 40.834874 0,14.314502 40.834782 0,14.314136 40.834673 0,14.313471 40.834402 0,14.312898 40.8342 0,14.312366 40.833993 0,14.311909 40.833808 0,14.31123 40.833474 0,14.311419 40.833254 0,14.311456 40.833267 0,14.311473 40.833258 0,14.311568 40.833135 0)))",NAPOLI - Zona OMI E38,"<table border=""1""><tr><td><b>Cod. Naz. Comune</b></td><td>F839</td></tr><tr><td><b>Zona OMI</b></td><td>E38</td></tr><tr><td><b>Anno / Semestre</b></td><td>2018 / 2</td></tr><tr><td><img src=""http://www.geopoi.it/geopoi/geopoi/Immagini/OMI_logo.jpg"" width=""180""></td><td><img src=""http://www.geopoi.it/geopoi/geopoi/Immagini/geopoi_2008_DEF.jpg"" width=""180""></td></tr></table>",,,,,-1,0,-1,,,,F839,E38
